Serial initialized!
Starting new process at wheel ref = 0
++++++++++++++++++++++++++++++++++++++++++++++++++++++
Reference Wheel: 0
B_U1: 0
B_E0: 0.09000000
B_E1: 0
Sample Rate [ms]: 50
Step Started [ms]: 1000
Run Time [ms]: 3000
Data format: time_stamp_us,wheel_speed_rad_sec,command_volt,command_pwm,pitch_rad,ang_vel_rad_s
2000024,46.51,3.01,78,0.21,-0.00
2050024,47.30,2.94,76,0.20,-0.19
2100024,47.04,2.97,77,0.20,-0.13
2150024,47.82,2.90,75,0.21,0.13
2200024,48.00,2.88,75,0.20,-0.04
2250024,47.47,2.93,76,0.21,0.11
2300024,47.21,2.95,77,0.20,0.09
2350024,47.73,2.90,75,0.21,-0.17
2400024,46.86,2.98,77,0.21,-0.02
2450024,47.56,2.92,76,0.21,-0.06
2500024,47.82,2.90,75,0.21,-0.05
2550024,47.56,2.92,76,0.21,0.12
2600024,47.73,2.90,75,0.21,-0.07
2650024,47.39,2.94,76,0.21,-0.08
2700024,48.08,2.87,74,0.21,-0.07
2750024,47.39,2.94,76,0.21,-0.07
2800024,47.04,2.97,77,0.21,0.10
2850024,47.73,2.90,75,0.22,-0.17
2900024,48.26,2.86,74,0.22,-0.06
2950024,47.30,2.94,76,0.22,0.06
3000024,47.56,2.92,76,0.22,-0.15
3050024,47.47,2.93,76,0.22,0.19
3100024,47.91,2.89,75,0.21,0.09
3150024,47.56,2.92,76,0.22,-0.04
3200024,47.04,2.97,77,0.22,0.15
3250024,48.17,2.86,74,0.22,-0.11
3300024,47.04,2.97,77,0.22,0.12
3350024,46.77,2.99,78,0.22,0.17
3400024,47.39,2.94,76,0.22,-0.05
3450024,47.12,2.96,77,0.22,0.06
3500024,47.56,2.92,76,0.21,0.03
3550024,47.47,2.93,76,0.22,-0.19
3600024,47.65,2.91,75,0.22,0.23
3650024,47.91,2.89,75,0.21,-0.02
3700024,46.95,2.97,77,0.21,-0.07
3750024,47.73,2.90,75,0.21,0.01
3800024,47.82,2.90,75,0.21,-0.03
3850024,47.12,2.96,77,0.21,0.13
3900024,47.56,2.92,76,0.21,-0.13
3950024,46.86,2.98,77,0.21,-0.02
4000024,47.30,0.00,0,0.21,0.26
4050024,30.46,0.00,0,0.20,0.48
4100024,7.85,0.00,0,0.19,-0.23
4150024,1.13,0.00,0,0.21,-0.25
4200024,0.00,0.00,0,0.21,0.19
4250024,0.00,0.00,0,0.20,0.04
4300024,0.00,0.00,0,0.21,-0.12
4350024,0.00,0.00,0,0.21,0.03
4400024,0.00,0.00,0,0.21,0.08
4450024,0.00,0.00,0,0.21,-0.04
4500024,0.00,0.00,0,0.21,-0.03
4550024,0.00,0.00,0,0.21,0.04
4600024,0.00,0.00,0,0.21,0.01
4650024,0.00,0.00,0,0.21,-0.01
4700024,0.00,0.00,0,0.21,0.01
4750024,0.00,0.00,0,0.21,0.02
4800024,0.00,0.00,0,0.21,-0.00
4850024,0.00,0.00,0,0.21,0.01
4900024,0.00,0.00,0,0.21,0.00
4950024,0.00,0.00,0,0.21,0.00
++++++++++++++++++++++++++++++++++++++++++++++++++++++
Enter a new Wheel Ref (keep under 7.5s to match sim max current of 15A): Starting new process at wheel ref = -60
++++++++++++++++++++++++++++++++++++++++++++++++++++++
Reference Wheel: -60
B_U1: 0
B_E0: 0.09000000
B_E1: 0
Sample Rate [ms]: 50
Step Started [ms]: 1000
Run Time [ms]: 3000
Data format: time_stamp_us,wheel_speed_rad_sec,command_volt,command_pwm,pitch_rad,ang_vel_rad_s
-------------------------------------------------------
23,0.00,0.00,0,0.22,0.00
50024,0.00,0.00,0,0.22,-0.00
100024,0.00,0.00,0,0.22,-0.00
150024,0.00,0.00,0,0.22,-0.00
200024,0.00,0.00,0,0.22,0.00
250024,0.00,0.00,0,0.22,0.00
300024,0.00,0.00,0,0.22,-0.01
350024,0.00,0.00,0,0.22,0.01
400024,0.00,0.00,0,0.22,-0.02
450024,0.00,0.00,0,0.22,0.01
500024,0.00,0.00,0,0.22,0.00
550024,0.00,0.00,0,0.22,-0.00
600024,0.00,0.00,0,0.22,-0.00
650024,0.00,0.00,0,0.22,0.01
700024,0.00,0.00,0,0.22,-0.00
750024,0.00,0.00,0,0.22,0.00
800024,0.00,0.00,0,0.22,0.01
850024,0.00,0.00,0,0.22,-0.01
900024,0.00,0.00,0,0.22,0.01
950024,0.00,0.00,0,0.22,-0.01
1000024,0.00,-5.40,-140,0.22,0.02
1050024,-15.10,-4.04,-105,0.22,0.40
1100024,-41.63,-1.65,-43,0.20,-0.04
1150024,-43.90,-1.45,-37,0.22,-0.67
1200024,-32.03,-2.52,-65,0.23,0.06
1250024,-31.50,-2.56,-66,0.23,0.08
1300024,-36.56,-2.11,-55,0.22,0.22
1350024,-36.83,-2.09,-54,0.22,-0.10
1400024,-34.21,-2.32,-60,0.23,-0.25
1450024,-34.73,-2.27,-59,0.23,0.16
1500024,-35.78,-2.18,-56,0.22,0.07
1550024,-35.08,-2.24,-58,0.23,-0.13
1600024,-35.34,-2.22,-57,0.23,0.00
1650024,-35.26,-2.23,-58,0.23,0.05
1700024,-34.91,-2.26,-58,0.23,0.01
1750024,-35.43,-2.21,-57,0.23,-0.02
1800024,-34.91,-2.26,-58,0.23,-0.03
1850024,-35.08,-2.24,-58,0.23,0.09
1900024,-35.43,-2.21,-57,0.22,-0.01
1950024,-34.99,-2.25,-58,0.23,-0.06
2000024,-34.91,-2.26,-58,0.23,0.07
2050024,-35.34,-2.22,-57,0.22,0.01
2100024,-34.91,-2.26,-58,0.23,-0.09
2150024,-34.82,-2.27,-59,0.23,0.04
2200024,-35.17,-2.23,-58,0.23,0.01
2250024,-35.26,-2.23,-58,0.23,-0.01
2300024,-35.52,-2.20,-57,0.23,0.01
2350024,-35.34,-2.22,-57,0.23,0.03
2400024,-34.73,-2.27,-59,0.23,0.06
2450024,-35.17,-2.23,-58,0.23,-0.03
2500024,-35.26,-2.23,-58,0.23,-0.02
2550024,-35.26,-2.23,-58,0.23,0.05
2600024,-35.69,-2.19,-57,0.23,-0.06
2650024,-35.17,-2.23,-58,0.23,0.00
2700024,-34.99,-2.25,-58,0.23,0.02
2750024,-35.17,-2.23,-58,0.23,-0.01
2800024,-35.43,-2.21,-57,0.23,-0.04
2850024,-35.17,-2.23,-58,0.23,-0.04
2900024,-34.91,-2.26,-58,0.23,0.03
2950024,-35.17,-2.23,-58,0.23,0.03
3000024,-35.43,-2.21,-57,0.23,-0.04
3050024,-35.34,-2.22,-57,0.23,0.02
3100024,-35.17,-2.23,-58,0.23,0.10
3150024,-35.34,-2.22,-57,0.23,-0.01
3200024,-34.73,-2.27,-59,0.23,-0.06
3250024,-34.91,-2.26,-58,0.23,0.02
3300024,-35.17,-2.23,-58,0.23,-0.02
3350024,-34.91,-2.26,-58,0.23,-0.01
3400024,-35.26,-2.23,-58,0.23,-0.01
3450024,-35.78,-2.18,-56,0.23,-0.00
3500024,-34.82,-2.27,-59,0.23,0.01
3550024,-34.99,-2.25,-58,0.23,-0.03
3600024,-35.34,-2.22,-57,0.23,-0.08
3650024,-35.08,-2.24,-58,0.23,0.05
3700024,-35.26,-2.23,-58,0.23,-0.05
3750024,-35.26,-2.23,-58,0.23,0.01
3800024,-35.43,-2.21,-57,0.23,-0.01
3850024,-35.34,-2.22,-57,0.23,-0.02
3900024,-34.82,-2.27,-59,0.23,-0.04
3950024,-35.08,-2.24,-58,0.23,0.07
4000024,-35.69,0.00,0,0.23,-0.04
4050024,-21.55,0.00,0,0.24,-0.50
4100024,-5.06,0.00,0,0.24,0.01
4150024,-0.44,0.00,0,0.24,0.19
4200024,0.00,0.00,0,0.23,0.14
4250024,0.00,0.00,0,0.23,-0.06
4300024,0.00,0.00,0,0.23,-0.08
4350024,0.00,0.00,0,0.23,0.08
4400024,0.00,0.00,0,0.23,0.09
4450024,0.00,0.00,0,0.23,0.00
4500024,0.00,0.00,0,0.23,-0.01
4550024,0.00,0.00,0,0.23,0.03
4600024,0.00,0.00,0,0.23,0.05
4650024,0.00,0.00,0,0.23,0.03
4700024,0.00,0.00,0,0.23,0.03
4750024,0.00,0.00,0,0.23,0.06
4800024,0.00,0.00,0,0.22,0.13
4850024,0.00,0.00,0,0.22,0.09
4900024,0.00,0.00,0,0.22,-0.05
4950024,0.00,0.00,0,0.22,0.03
++++++++++++++++++++++++++++++++++++++++++++++++++++++
Enter a new Wheel Ref (keep under 7.5s to match sim max current of 15A): 
